id,title,company,location,link,date_posted
1,Data Analyst,Meta,New York City,https://www.linkedin.com/jobs/view/data-analyst-at-meta-4186238974,4/14/2025
2,Data Analyst,Meta,San Francisco,https://www.linkedin.com/jobs/view/data-analyst-at-meta-4186241553,4/14/2025
3,Data Analyst,Meta,Los Angeles,https://www.linkedin.com/jobs/view/data-analyst-at-meta-4186236994,4/14/2025
4,Data Analyst,Meta,"Washington, D.C.",https://www.linkedin.com/jobs/view/data-analyst-at-meta-4186237989,4/14/2025
5,Data Analyst II,Pinterest,Chicago,https://www.linkedin.com/jobs/view/data-analyst-ii-at-pinterest-4193349988,4/16/2025
6,Data Analyst,FanDuel,New York City,https://www.linkedin.com/jobs/view/data-analyst-at-fanduel-4206047782,4/11/2025
7,"Data Analyst, Production Finance Operations & Innovation",Netflix,Los Angeles,https://www.linkedin.com/jobs/view/data-analyst-production-finance-operations-innovation-at-netflix-4205626465,4/10/2025
8,Data Analyst - Marketing,FanDuel,New York City,https://www.linkedin.com/jobs/view/data-analyst-marketing-at-fanduel-4138322262,4/13/2025
9,Data Analyst,SBH Fashion,New York City,https://www.linkedin.com/jobs/view/data-analyst-at-sbh-fashion-4168179268,4/12/2025
14,Data Analyst II,Pinterest,New York City,https://www.linkedin.com/jobs/view/data-analyst-ii-at-pinterest-4193356222,4/16/2025
15,Data Analyst II,Pinterest,San Francisco,https://www.linkedin.com/jobs/view/data-analyst-ii-at-pinterest-4193351793,4/16/2025
16,"Data Analyst, Global Partnerships & Content",Meta,New York City,https://www.linkedin.com/jobs/view/data-analyst-global-partnerships-content-at-meta-4187153427,4/14/2025
29,Data Analyst,FanDuel,Atlanta,https://www.linkedin.com/jobs/view/data-analyst-at-fanduel-4206048749,4/11/2025
30,Data Analyst,FinThrive,United States,https://www.linkedin.com/jobs/view/data-analyst-at-finthrive-4208994892,4/15/2025
31,Senior Data Analyst,alice + olivia,New York City,https://www.linkedin.com/jobs/view/senior-data-analyst-at-alice-%2B-olivia-4190163049,4/15/2025
32,"Data Products Analyst, YouTube",Google,New York City,https://www.linkedin.com/jobs/view/data-products-analyst-youtube-at-google-4209686717,4/14/2025
34,Customer Relationship Management Analyst,Bvlgari,New York City Metropolitan Area,https://www.linkedin.com/jobs/view/customer-relationship-management-analyst-at-bvlgari-4184835114,4/11/2025
35,"Data Analyst - SQL, ERP",CyberCoders,"Yakima, Washington",https://www.linkedin.com/jobs/view/data-analyst-sql-erp-at-cybercoders-4172595144,4/15/2025
54,Marketing Data Analyst,TechHuman,United States,https://www.linkedin.com/jobs/view/marketing-data-analyst-at-techhuman-4206084851,4/11/2025
55,Data Analyst,Hamilton Porter,New York City,https://www.linkedin.com/jobs/view/data-analyst-at-hamilton-porter-4209790671,4/16/2025
56,Analytics Associate,Brooklinen,Brooklyn,https://www.linkedin.com/jobs/view/analytics-associate-at-brooklinen-4189094109,4/10/2025
57,Data Analyst I,Equip,United States,https://www.linkedin.com/jobs/view/data-analyst-i-at-equip-4172874483,4/16/2025
58,Data Analyst,Toyota North America,"Plano, Texas",https://www.linkedin.com/jobs/view/data-analyst-at-toyota-north-america-4210659515,4/15/2025
59,"Data & Analytics, Analyst",TikTok,Los Angeles,https://www.linkedin.com/jobs/view/data-analytics-analyst-at-tiktok-4210110419,4/16/2025
60,Junior Data Analyst - Remote,Lensa,United States,https://www.linkedin.com/jobs/view/junior-data-analyst-remote-at-lensa-4210127724,4/16/2025
61,"Data Products Analyst, YouTube",Google,Los Angeles,https://www.linkedin.com/jobs/view/data-products-analyst-youtube-at-google-4209686721,4/14/2025
62,"Data Products Analyst, YouTube",Google,"Mountain View, California",https://www.linkedin.com/jobs/view/data-products-analyst-youtube-at-google-4209686719,4/14/2025
63,"Data Products Analyst, YouTube",Google,"San Bruno, California",https://www.linkedin.com/jobs/view/data-products-analyst-youtube-at-google-4209686718,4/14/2025
64,Data Analyst,Sony,"Culver City, California",https://www.linkedin.com/jobs/view/data-analyst-at-sony-4208337899,4/17/2025
65,People Data Analyst,CAVA,"Washington, D.C.",https://www.linkedin.com/jobs/view/people-data-analyst-at-cava-4211477818,4/16/2025
66,Customer Insights Analyst,Nextdoor,New York City,https://www.linkedin.com/jobs/view/customer-insights-analyst-at-nextdoor-4194555805,4/15/2025
67,Data Analyst,Salt,United States,https://www.linkedin.com/jobs/view/data-analyst-at-salt-4207613081,4/15/2025
68,Data Analyst,InterEx Group,United States,https://www.linkedin.com/jobs/view/data-analyst-at-interex-group-4207982241,4/14/2025
69,Data Analyst I,Colibri Group,United States,https://www.linkedin.com/jobs/view/data-analyst-i-at-colibri-group-4207003840,4/11/2025
70,Data Analyst Intern (Fall start),AARP,"Washington, D.C.",https://www.linkedin.com/jobs/view/data-analyst-intern-fall-start-at-aarp-4179907608,4/10/2025
71,"Analyst, Data Science, RMBS",Cerberus Capital Management,New York City,https://www.linkedin.com/jobs/view/analyst-data-science-rmbs-at-cerberus-capital-management-4206657067,4/10/2025
72,Data Analyst,Webologix Ltd/ INC,United States,https://www.linkedin.com/jobs/view/data-analyst-at-webologix-ltd-inc-4189678767,4/10/2025
73,Data Analyst,iSpot,United States,https://www.linkedin.com/jobs/view/data-analyst-at-ispot-4188916579,4/10/2025
74,Analyst,NielsenIQ,New York City,https://www.linkedin.com/jobs/view/analyst-at-nielseniq-4209629313,4/14/2025
75,Data Analyst,RYZE,United States,https://www.linkedin.com/jobs/view/data-analyst-at-ryze-4210126481,4/16/2025
76,Data Analyst,DHL Express,"Plantation, Florida",https://www.linkedin.com/jobs/view/data-analyst-at-dhl-express-4210119199,4/16/2025
77,Business Data Analyst,LTIMindtree,"Jersey City, New Jersey",https://www.linkedin.com/jobs/view/business-data-analyst-at-ltimindtree-4205229246,4/10/2025
78,Junior Data Analyst,CGI,"Arlington County, Virginia",https://www.linkedin.com/jobs/view/junior-data-analyst-at-cgi-4174196292,4/15/2025
79,Data Analyst,Mastech Digital,San Francisco,https://www.linkedin.com/jobs/view/data-analyst-at-mastech-digital-4208474628,4/14/2025
80,Healthcare Data Analyst I - Remote,TieTalent,California,https://www.linkedin.com/jobs/view/healthcare-data-analyst-i-remote-at-tietalent-4157944871,4/16/2025
81,Data Analyst - 100% Remote,Lensa,"Jacksonville, Florida",https://www.linkedin.com/jobs/view/data-analyst-100%25-remote-at-lensa-4210125836,4/16/2025
82,Data Analyst,Equiliem,"Lexington, Massachusetts",https://www.linkedin.com/jobs/view/data-analyst-at-equiliem-4209764107,4/16/2025
83,Data Analyst,AARATECH,New York City Metropolitan Area,https://www.linkedin.com/jobs/view/data-analyst-at-aaratech-4208452855,4/14/2025
84,Data Analyst,Keurig Dr Pepper Inc.,"Frisco, Texas",https://www.linkedin.com/jobs/view/data-analyst-at-keurig-dr-pepper-inc-4211235321,4/16/2025
85,Insights Analyst,Spectrum,"Stamford, Connecticut",https://www.linkedin.com/jobs/view/insights-analyst-at-spectrum-4172535871,4/15/2025
86,Sr. Data Analyst,Rivian,"Palo Alto, California",https://www.linkedin.com/jobs/view/sr-data-analyst-at-rivian-4145250152,4/10/2025
87,Data Analyst,Consulting Point,United States,https://www.linkedin.com/jobs/view/data-analyst-at-consulting-point-4210929861,4/15/2025
88,Sr. Data Analyst,Stefanini North America and APAC,United States,https://www.linkedin.com/jobs/view/sr-data-analyst-at-stefanini-north-america-and-apac-4168684683,4/10/2025
89,Data Analyst,Ignite Digital Services,San Diego,https://www.linkedin.com/jobs/view/data-analyst-at-ignite-digital-services-4204632683,4/10/2025
90,Data Analyst Contractor,Instacart,United States,https://www.linkedin.com/jobs/view/data-analyst-contractor-at-instacart-4211041562,4/15/2025
91,Data Analyst,ExxonMobil,Houston,https://www.linkedin.com/jobs/view/data-analyst-at-exxonmobil-4211926927,4/17/2025
92,Data Analyst,Ascendum Solutions,"Irvine, California",https://www.linkedin.com/jobs/view/data-analyst-at-ascendum-solutions-4183424931,4/14/2025
93,"Analyst, Data Analytics & Intelligence",Publicis Digital Experience,New York City,https://www.linkedin.com/jobs/view/analyst-data-analytics-intelligence-at-publicis-digital-experience-4184992147,4/10/2025
94,Analista de Dados Junior - SÃ£o Paulo/SP,Shopee,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-de-dados-junior-s%C3%A3o-paulo-sp-at-shopee-4209737929,4/16/2025
95,Data Analyst,LTIMindtree,Bangalore Rural district,https://in.linkedin.com/jobs/view/data-analyst-at-ltimindtree-4207304045,4/15/2025
96,"Data Platform Analyst, Subscriptions",Roku,Bengaluru,https://in.linkedin.com/jobs/view/data-platform-analyst-subscriptions-at-roku-4210917683,4/15/2025
98,Junior Data Analyst,Pion,London,https://uk.linkedin.com/jobs/view/junior-data-analyst-at-pion-4211405177,4/16/2025
100,Data Analyst,Aston Martin F1 Team,Silverstone,https://uk.linkedin.com/jobs/view/data-analyst-at-aston-martin-f1-team-4207343167,4/15/2025
103,Healthcare Data Analyst,Infosys,"Bengaluru East, Karnataka, India",https://in.linkedin.com/jobs/view/healthcare-data-analyst-at-infosys-4210130820,4/16/2025
108,Junior Data Analyst UK&I,Experian,Sofia,https://bg.linkedin.com/jobs/view/junior-data-analyst-uk-i-at-experian-4210637805,4/15/2025
109,Data Analyst,HCLTech,Bengaluru,https://in.linkedin.com/jobs/view/data-analyst-at-hcltech-4208166942,4/16/2025
110,Data Analyst,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,Jakarta,https://id.linkedin.com/jobs/view/data-analyst-at-pt-indofood-cbp-sukses-makmur-tbk-noodle-division-4210122627,4/16/2025
111,Data Analyst,Explore Group,London,https://uk.linkedin.com/jobs/view/data-analyst-at-explore-group-4207348212,4/15/2025
112,Data Analyst,PT Indofood CBP Sukses Makmur Tbk - Noodle Division,Jakarta,https://id.linkedin.com/jobs/view/data-analyst-at-pt-indofood-cbp-sukses-makmur-tbk-noodle-division-4209394413,4/16/2025
113,"Lead Data Analyst (Power BI,SQL)",Target,Bengaluru,https://in.linkedin.com/jobs/view/lead-data-analyst-power-bi-sql-at-target-4208107251,4/16/2025
115,Data Analyst,AKT London,Greater London,https://uk.linkedin.com/jobs/view/data-analyst-at-akt-london-4210935443,4/15/2025
116,Officer - Real Time Analytics,Almosafer,Riyadh,https://sa.linkedin.com/jobs/view/officer-real-time-analytics-at-almosafer-4209746245,4/16/2025
117,Data Analyst,Adecco,Greater Bengaluru Area,https://in.linkedin.com/jobs/view/data-analyst-at-adecco-4210576392,4/15/2025
118,Data Analyst,StatusNeo,India,https://in.linkedin.com/jobs/view/data-analyst-at-statusneo-4207301130,4/15/2025
120,ANALISTA GESTAO DE INDICADORES PL,Camil Alimentos S/A,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-gestao-de-indicadores-pl-at-camil-alimentos-s-a-4207646234,4/15/2025
121,Data Analyst,Tata Consultancy Services,Mississauga,https://ca.linkedin.com/jobs/view/data-analyst-at-tata-consultancy-services-4209313361,4/15/2025
122,Data Analyst,TLP Consultancy Ltd,Burgh Castle,https://uk.linkedin.com/jobs/view/data-analyst-at-tlp-consultancy-ltd-4208191849,4/16/2025
125,Data Analyst,Lorien,London,https://uk.linkedin.com/jobs/view/data-analyst-at-lorien-4211498951,4/16/2025
127,DATA ANALYST I,Inter,Belo Horizonte,https://br.linkedin.com/jobs/view/data-analyst-i-at-inter-4210957110,4/15/2025
128,Data Analyst,Explore Group,London,https://uk.linkedin.com/jobs/view/data-analyst-at-explore-group-4208307077,4/16/2025
130,Data Analytics,EY,Gurgaon,https://in.linkedin.com/jobs/view/data-analytics-at-ey-4210593250,4/15/2025
131,Analista de Dados JÃºnior | Data Viz,americanas s.a.,Greater Rio de Janeiro,https://br.linkedin.com/jobs/view/analista-de-dados-j%C3%BAnior-data-viz-at-americanas-s-a-4209342093,4/15/2025
134,Data Analytics,EY,Bengaluru,https://in.linkedin.com/jobs/view/data-analytics-at-ey-4210588770,4/15/2025
135,Analyst-Data Science,American Express,Gurgaon,https://in.linkedin.com/jobs/view/analyst-data-science-at-american-express-4210666878,4/15/2025
136,"Analyst, Data Science",Toyota North America,"Plano, Texas",https://www.linkedin.com/jobs/view/analyst-data-science-at-toyota-north-america-4210658682,4/15/2025
137,Data Analyst,Kforce Inc,Boston,https://www.linkedin.com/jobs/view/data-analyst-at-kforce-inc-4211019116,4/15/2025
138,Data Analyst Intern,SiteZeus,"Tampa, Florida",https://www.linkedin.com/jobs/view/data-analyst-intern-at-sitezeus-4211479196,4/16/2025
139,Business Data Analyst,Birlasoft,London,https://uk.linkedin.com/jobs/view/business-data-analyst-at-birlasoft-4208946703,4/15/2025
140,Data Analyst,Eviden,United Kingdom,https://uk.linkedin.com/jobs/view/data-analyst-at-eviden-4210557270,4/15/2025
141,Analista de Dados JÃºnior,Cogna EducaÃ§Ã£o,Brazil,https://br.linkedin.com/jobs/view/analista-de-dados-j%C3%BAnior-at-cogna-educa%C3%A7%C3%A3o-4207658011,4/15/2025
142,Data Analyst,AARATECH,California,https://www.linkedin.com/jobs/view/data-analyst-at-aaratech-4209791302,4/16/2025
143,Data Analyst,Bright Purple,Dundee,https://uk.linkedin.com/jobs/view/data-analyst-at-bright-purple-4208151226,4/16/2025
144,Business Data Analyst,Toyota Financial Services (UK) PLC,Epsom,https://uk.linkedin.com/jobs/view/business-data-analyst-at-toyota-financial-services-uk-plc-4210606571,4/15/2025
145,Data Analyst,SearchabilityÂ®,Nottingham,https://uk.linkedin.com/jobs/view/data-analyst-at-searchability%C2%AE-4211285954,4/16/2025
146,Sr Data Analyst,The Walt Disney Company,New York City,https://www.linkedin.com/jobs/view/sr-data-analyst-at-the-walt-disney-company-4210678445,4/15/2025
147,Data Analyst (Data Visualization),Haybury,Barcelona,https://es.linkedin.com/jobs/view/data-analyst-data-visualization-at-haybury-4208968856,4/15/2025
148,Data Analyst,Etiqa Insurance Singapore,Singapore,https://sg.linkedin.com/jobs/view/data-analyst-at-etiqa-insurance-singapore-4210419916,4/17/2025
149,Data Analyst,Redwood Materials,Nevada,https://www.linkedin.com/jobs/view/data-analyst-at-redwood-materials-4209336627,4/15/2025
150,Analista de Business Intelligence JÃºnior,iFood,Osasco,https://br.linkedin.com/jobs/view/analista-de-business-intelligence-j%C3%BAnior-at-ifood-4210939595,4/15/2025
151,Data Associate - Gurgaon,Circles,Gurgaon,https://in.linkedin.com/jobs/view/data-associate-gurgaon-at-circles-4208162528,4/16/2025
152,Healthcare Data Analyst,Sogeti,Greater Antilles,https://www.linkedin.com/jobs/view/healthcare-data-analyst-at-sogeti-4209319190,4/15/2025
214,Data Analyst,Artefact,New York City,https://www.linkedin.com/jobs/view/data-analyst-at-artefact-3931311684,4/17/2025
235,Data Analyst,TEKsystems,"Santa Clara, California",https://www.linkedin.com/jobs/view/data-analyst-at-teksystems-4210415232,4/17/2025
241,Data Analyst - Local to Pittsburgh or Cleveland,CGI,Pittsburgh,https://www.linkedin.com/jobs/view/data-analyst-local-to-pittsburgh-or-cleveland-at-cgi-4207001467,4/11/2025
242,Analista de AnÃ¡lise de Dados Junior,C6 Bank,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/analista-de-an%C3%A1lise-de-dados-junior-at-c6-bank-4207658458,4/15/2025
256,Data Analyst,Stok,Toronto,https://ca.linkedin.com/jobs/view/data-analyst-at-stok-4210061332,4/15/2025
267,Senior Data Analyst,Asana,Warsaw,https://pl.linkedin.com/jobs/view/senior-data-analyst-at-asana-4206944457,4/15/2025
282,Data analyst,Aer Lingus,Dublin,https://ie.linkedin.com/jobs/view/data-analyst-at-aer-lingus-4208661726,4/17/2025
284,Data Intern,Doing Things,New York City,https://www.linkedin.com/jobs/view/data-intern-at-doing-things-4208835512,4/14/2025
286,Data Analyst,Redwood Materials,San Francisco,https://www.linkedin.com/jobs/view/data-analyst-at-redwood-materials-4210125598,4/16/2025
294,Data Analyst I,Aditi Consulting,"Lincolnshire, Illinois",https://www.linkedin.com/jobs/view/data-analyst-i-at-aditi-consulting-4211743647,4/16/2025
297,Data Analyst,Hanson Lee,London,https://uk.linkedin.com/jobs/view/data-analyst-at-hanson-lee-4211491133,4/16/2025
298,Jr. Data & BI Analyst,A Place for Mom,New York City,https://www.linkedin.com/jobs/view/jr-data-bi-analyst-at-a-place-for-mom-4210996235,4/15/2025
299,Data Analyst,Amplytics,San Francisco Bay Area,https://www.linkedin.com/jobs/view/data-analyst-at-amplytics-4211939141,4/17/2025
300,Data Analyst,ShimentoX,United States,https://www.linkedin.com/jobs/view/data-analyst-at-shimentox-4209347797,4/15/2025
301,Data Analyst,Simera,United States,https://www.linkedin.com/jobs/view/data-analyst-at-simera-4211746458,4/16/2025
377,"Data Scientist, Product Analytics",Meta,Seattle,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4187900500,4/14/2025
378,"Data Scientist, Product, Sustainability",Google,"Mountain View, California",https://www.linkedin.com/jobs/view/data-scientist-product-sustainability-at-google-4208949786,4/15/2025
379,"Data Scientist, Product Analytics",Meta,Seattle,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120825473,4/14/2025
380,"Data Scientist, Product Analytics",Meta,United States,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120823523,4/14/2025
381,Fraud Data Scientist,ID.me,"Mountain View, California",https://www.linkedin.com/jobs/view/fraud-data-scientist-at-id-me-4121538629,4/16/2025
382,"Data Scientist, Product Analytics",Meta,New York City,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4129160710,4/14/2025
383,Senior Data Scientist,Roku,"Austin, Texas",https://www.linkedin.com/jobs/view/senior-data-scientist-at-roku-4187177485,4/11/2025
384,Senior Data Scientist,Roku,"Santa Monica, California",https://www.linkedin.com/jobs/view/senior-data-scientist-at-roku-4165611239,4/11/2025
385,Data Scientist,Paramount,New York City,https://www.linkedin.com/jobs/view/data-scientist-at-paramount-4089557959,4/11/2025
386,Machine Learning Engineer (L5) - Content & Media ML Foundations,Netflix,United States,https://www.linkedin.com/jobs/view/machine-learning-engineer-l5-content-media-ml-foundations-at-netflix-4165695975,4/11/2025
387,Data Scientist - Last Mile,Veho,United States,https://www.linkedin.com/jobs/view/data-scientist-last-mile-at-veho-4188551903,4/15/2025
388,"Partner Data Scientist, Growth Partnerships",Meta,New York City,https://www.linkedin.com/jobs/view/partner-data-scientist-growth-partnerships-at-meta-4191408767,4/14/2025
389,Data Scientist,Elder Research,"Arlington County, Virginia",https://www.linkedin.com/jobs/view/data-scientist-at-elder-research-4128210115,4/14/2025
390,Jr. Data Scientist,Matlen Silver,United States,https://www.linkedin.com/jobs/view/jr-data-scientist-at-matlen-silver-4211760489,4/16/2025
391,"Data Scientist, Product Analytics",Meta,"Burlingame, California",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120825485,4/14/2025
392,"Data Scientist, Product Analytics",Meta,San Francisco,https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4133149645,4/14/2025
393,Data Scientist,Disney Entertainment,California,https://www.linkedin.com/jobs/view/data-scientist-at-disney-entertainment-4211477679,4/16/2025
394,"Data Scientist, Marketing Science",TikTok,New York City,https://www.linkedin.com/jobs/view/data-scientist-marketing-science-at-tiktok-4165758864,4/10/2025
395,"Data Scientist, Product Analytics",Meta,"Bellevue, Washington",https://www.linkedin.com/jobs/view/data-scientist-product-analytics-at-meta-4120820947,4/14/2025
396,AI/ML Engineer,ConglomerateIT,Dallas,https://www.linkedin.com/jobs/view/ai-ml-engineer-at-conglomerateit-4210008773,4/14/2025
397,Data Scientist- Customer Lifecycle and Engagement,Robinhood,New York City,https://www.linkedin.com/jobs/view/data-scientist-customer-lifecycle-and-engagement-at-robinhood-4192321004,4/17/2025
398,Data Scientist,Meta,"Bellevue, Washington",https://www.linkedin.com/jobs/view/data-scientist-at-meta-4145816806,4/14/2025
399,Cientista de Dados II - Ãrea PrevenÃ§Ã£o a Fraudes,ItaÃº Unibanco,"SÃ£o Paulo, SÃ£o Paulo, Brazil",https://br.linkedin.com/jobs/view/cientista-de-dados-ii-%C3%A1rea-preven%C3%A7%C3%A3o-a-fraudes-at-ita%C3%BA-unibanco-4211043939,4/16/2025
400,Data Scientist,Raspberry Pi Foundation,Cambridge,https://uk.linkedin.com/jobs/view/data-scientist-at-raspberry-pi-foundation-4207343045,4/15/2025
401,Graduate Data Scientist,Zazzle,Cork,https://ie.linkedin.com/jobs/view/graduate-data-scientist-at-zazzle-4210967410,4/15/2025
402,Data Scientist,DoorDash,New York City,https://www.linkedin.com/jobs/view/data-scientist-at-doordash-4208983059,4/15/2025
403,"Staff Data Scientist, Strategy & Insights",LinkedIn,"Sunnyvale, California",https://www.linkedin.com/jobs/view/staff-data-scientist-strategy-insights-at-linkedin-4210157476,4/17/2025
404,Data Scientist I,Pinterest,United States,https://www.linkedin.com/jobs/view/data-scientist-i-at-pinterest-4211733043,4/16/2025
405,Data Scientist,NielsenIQ,Lisbon Metropolitan Area,https://pt.linkedin.com/jobs/view/data-scientist-at-nielseniq-4210020667,4/14/2025
406,Data Scientist/Analyst,Sony Interactive Entertainment,Dublin,https://ie.linkedin.com/jobs/view/data-scientist-analyst-at-sony-interactive-entertainment-4210403100,4/17/2025
407,GEN AI/ML,technology,Bengaluru,https://in.linkedin.com/jobs/view/gen-ai-ml-at-technology-4211417708,4/16/2025
408,Data Scientist,EXL,Gurgaon,https://in.linkedin.com/jobs/view/data-scientist-at-exl-4208133522,4/16/2025
409,Data Scientist,CalypsoAI,Dublin,https://ie.linkedin.com/jobs/view/data-scientist-at-calypsoai-4210651756,4/15/2025
410,Data Scientist,OCBC Indonesia,Tangerang,https://id.linkedin.com/jobs/view/data-scientist-at-ocbc-indonesia-4208147179,4/16/2025
411,"Data Scientist, Fundamental Sector Data",CPP Investments | Investissements RPC,New York City,https://www.linkedin.com/jobs/view/data-scientist-fundamental-sector-data-at-cpp-investments-investissements-rpc-4209335601,4/15/2025
412,"Machine Learning Engineer (Berlin, Germany)",Enjins,Berlin,https://de.linkedin.com/jobs/view/machine-learning-engineer-berlin-germany-at-enjins-4209827103,4/14/2025
413,Data Scientist,Mercedes-Benz Malaysia,Puchong,https://my.linkedin.com/jobs/view/data-scientist-at-mercedes-benz-malaysia-4211295851,4/16/2025
414,Data Scientist (L5) - App QoE,Netflix,United States,https://www.linkedin.com/jobs/view/data-scientist-l5-app-qoe-at-netflix-4208340911,4/17/2025
415,Data Scientist I,Pinterest,San Francisco,https://www.linkedin.com/jobs/view/data-scientist-i-at-pinterest-4211726852,4/16/2025
416,Data Scientist (Business Operations),Wolt,Athens,https://gr.linkedin.com/jobs/view/data-scientist-business-operations-at-wolt-4208416025,4/14/2025
417,Junior Artificial Intelligence (AI) / Machine Learning (ML) Engineer,PingWind Inc. (SDVOSB),"Washington, D.C.",https://www.linkedin.com/jobs/view/junior-artificial-intelligence-ai-machine-learning-ml-engineer-at-pingwind-inc-sdvosb-4211917486,4/16/2025
418,Junior Frontend Developer,Coca-Cola HBC,Cairo,https://eg.linkedin.com/jobs/view/junior-frontend-developer-at-coca-cola-hbc-4211485294,4/16/2025
